query_id,gallery_id,confidence
3d2b131349684742968cd2b214a13f76,590df34aa41f46e9ad13ffc6a98da3b7,0.7358
317db6fcd5d1443fb6271acc6ec8fe3e,590df34aa41f46e9ad13ffc6a98da3b7,0.7493
b0553ed82597421aabe852652c5915d7,d53fa54d5536463ab0d87648dfc5fd78,0.6530
8c59bfc1aa7b42cf882806e395ee4fec,d53fa54d5536463ab0d87648dfc5fd78,0.7860
deb7d97e50b24c63943a8af997d083f8,ec07b4e88bea4086a5eafed96d81edb5,0.8505
8ffc24d118e54740a39563141f642fd9,ec07b4e88bea4086a5eafed96d81edb5,0.7314
c2b4fed7ce5c4e108721e62f2bfbb819,33b5e2ae5ebe4f548bac3a00ab0a59eb,0.6935
ab1c9263088b477082ee7d7c6f73b671,33b5e2ae5ebe4f548bac3a00ab0a59eb,0.5709
54e5b71847024cdaa9fd8a7d3fc3ea03,6c79712e67b54dd0a11d426a91207939,0.6000
f124583fb5cc42aa903308e1b43296de,6c79712e67b54dd0a11d426a91207939,0.7272
d97ddb9bd5c8460ab3b3a13992c1f179,0433768f874042a5b2d2e37ad9deae13,0.8552
3bb97a2804c84688a699e6d6b97b5e9d,e6afe89ff7bc491193141c057083d8a8,0.8697
929038d5c3ba4b189fc88a3b127ede72,0433768f874042a5b2d2e37ad9deae13,0.7947
1d36cd75ee6a4691965cfc6ebdef6a3e,f92d16d3a970487094292439c3e00923,0.4944
7baf188fc4ed41ba826b499b6d495286,f92d16d3a970487094292439c3e00923,0.5787
6a314fb4bd0e4c2097e70bd43a81fbb7,797cc520b8c94d9bbef187818ab51647,0.7267
9ae6df3c8f2549109316a434d1741a53,797cc520b8c94d9bbef187818ab51647,0.8037
2a8e892e4b784abf8fb9fd55fa443335,87fc1d6a57ea488786caaec8599c3b8b,0.7425
1ac66b061b80428b8b3758bc6dfa066b,87fc1d6a57ea488786caaec8599c3b8b,0.7390
0d4bb3432ea544988cf3bb308b46c8c8,a297e08effdf4a69a6c4d79a34a0c6ad,0.8747
2b4cf2ff830e462d96c8cfbcee5669da,a297e08effdf4a69a6c4d79a34a0c6ad,0.8698
2390c8a3de9e49be9617b01f4f21dfa9,ee337b5c1ef3431e9c120250bfec4cac,0.5516
e37905b36c44400c9dc7bc0c71a6db51,0bd1cce9370a461089e25393086800a8,0.5728
a9bb430482a1442a958b35a625eecb97,6f57d1175ad243edada61643d01fcd54,0.4378
62c71ed913414a6f9456293a4c566314,0bd1cce9370a461089e25393086800a8,0.7096
c647312353a84341a92cd4486a8b9c3e,6f57d1175ad243edada61643d01fcd54,0.4544
cc3afd20f236454a8f3a9ff08992daab,e96fae6d607246b18b8494aabe521036,0.6300
1e1ec51c4cb84f3285f79f7aeb252500,65e52d14d4d64d4fbad3de6ad319e745,0.5391
082920d4f79f4c5eb2e805b195ac3e89,65e52d14d4d64d4fbad3de6ad319e745,0.4265
759985fc2dc4496abbc7fe23cf71706f,29088685e31a4d86b60b514e98117361,0.3608
a1b386e9b08e402dba0d820140ba1a00,29088685e31a4d86b60b514e98117361,0.5350
0fed5c48002b4dd1b3ce42653a372fe6,cb2e893276894906976593c3edcb3a5f,0.8338
5b5008e2d4f7492abe1ff44e2e3e754b,cb2e893276894906976593c3edcb3a5f,0.8709
8e431e5ca5dd49a8984118e7fb05d12e,2839430464164d5ba00713b42d4d96e4,0.9085
142af56a899c43098ec79a3f762d09b6,2839430464164d5ba00713b42d4d96e4,0.8933
9f14363158ef49309f13b2aa0692d2a9,61d2391e8bc548b6bfa08f1ef2a0c47a,0.5870
ebd3c9006cf5464190f7a5edca24f0ba,61d2391e8bc548b6bfa08f1ef2a0c47a,0.5773
0135e10058cf48aa847fa399f62df6f4,90b560de76b149c09c7cd6efb3f12cfd,0.7134
2e9dbf0f864548ae8bc35b5c0d70934e,b3f8b4bec0164d0e81997b4f5a277e8f,0.6995
1db84228548c42318f1a33456931f361,c2a665cec90e46db8d2a74389beb4649,0.6304
1b5bba6ae5ff4f568094280de0bf2c1b,c2a665cec90e46db8d2a74389beb4649,0.5106
bca392563d0a45d594ce43a0c540b7c9,68aefc97056440af874039a28497cf98,0.8136
bb39e720d9cf4df1a19e4ab20285bf18,86179aff3df24ff59b11e9a34974a3f4,0.9395
5c427d65b21d4bf387d1885f334834c7,b6da55bea1244cf0a753b258420946b2,0.8917
141cab6e49204199a8fb74a74fa8165a,68aefc97056440af874039a28497cf98,0.8134
7f90d0a672a44046bdf2443f14b82cb9,74bd120b8f714d03bc9dd1a703fe4d7f,0.8517
06aa6a2cf00d425998b1a815f23a0094,9677dd2a3aae457a8079087ce4177e14,0.6316
54a2df3aa63a483b8e33322f74c34dbf,9677dd2a3aae457a8079087ce4177e14,0.5214
e2d1cdb4f95c4f47bb20f91e77f469f2,74bd120b8f714d03bc9dd1a703fe4d7f,0.6413
ca37d7b02d7542a0bea6535a0d193dbc,6bedb2d6ace34e18811b7f1206b2d1b0,0.7709
ada916d5f8044eba9ac39c104e27f797,02641488de414b72b63f62b40200b101,0.8382
985e9b4be1fa45b19b48cbd6b1d37764,02641488de414b72b63f62b40200b101,0.7693
7b7e0d3f38a3435a83b8d6fb5aba99ba,f6061b71031b4ddb9384f86c103690a4,0.7045
68f05d38644e4af6a8b6cb1bef20c57a,03df72bcf3504272a27f4bbaea89118a,0.4087
e34f7090730d4eaa871618aa8bb5627d,5cf392f15360460bae6a6b0182bb99b9,0.5099
aff084577eae48fca44757575b1848bc,812a1568c77d46e695f8eb7357e24a0e,0.6953
f4763c7dac494231ae593878b63b4961,eff24b01b2f5428baa4c3fef6cb40d41,0.8074
adabb6bfc633432cab9ab674c1e0f975,01bbbf1caa554d94b5decb69cc1add41,0.8184
f9d7f4db082c4389a2bdcc19d6d92cba,01bbbf1caa554d94b5decb69cc1add41,0.8074
32ae3069da404e6f843cbd95fa018a71,eff24b01b2f5428baa4c3fef6cb40d41,0.7771
19805d9c7c944703bb05511bc3145812,30c71719aed84c07ae21d0eff0deed72,0.8706
9d58ebfc8b864b49a9c970a667fff950,30c71719aed84c07ae21d0eff0deed72,0.8833
5e1395d13dc84b8abd6f0452e25b3a7f,8889c114b071429cbe2418f5b0f2024b,0.5146
df7a79cf083f40ca846761b9760fc72f,e343a998f4df4ac195c84e0fb571a393,0.8436
489108f0d3474ebb97eeace77d5bcece,e343a998f4df4ac195c84e0fb571a393,0.5913
9cd6d1191c914787875042fd76df0c35,8746ae2ca7514699b629b4d9b5fe95a7,0.7542
77f7e4ffce974b33ab54c80177a1c9c0,a0408a6462b24cf18e50a8616359d5ad,0.6861
7a09c2cc2bcd4fbb8b083d6f02a88232,a0408a6462b24cf18e50a8616359d5ad,0.4681
b30bc5f593ba46bc8b6fa26692576484,babbeca1f6a244a2a11ea77a3855e70f,0.7735
8b8fe37d85da4a28a5c27452a42435e6,0b57f893483647c3aed811775a4c4c04,0.5776
a222b9dea1384b57ad0fae45ff950737,0b57f893483647c3aed811775a4c4c04,0.6640
043d64050fe145349300b95379966923,2070754bb5dd4a248be9c2a6a1a9d381,0.6557
ab8935721e0240089dafee6f408c220a,a055f8188384479a8bad418f7dffd9a5,0.6342
00d0f767535a4289833325887d72e3d2,2070754bb5dd4a248be9c2a6a1a9d381,0.6379
1d0c8e601ffb4534a871d984ad842a4f,a055f8188384479a8bad418f7dffd9a5,0.8725
ebd87dca48ae4df38943cc6f9b4f2912,5c8a8b7a59c54b9aa7b7136fd91b5869,0.4664
558c6735b6104bc98ca4b2db381640fe,8fca2e4873e946f7a788af2b846cebd7,0.7324
6064cb0ed7d64bde866fe6ad42b6ede6,5c8a8b7a59c54b9aa7b7136fd91b5869,0.6387
cf344978d7a04303b41fa8b37a18c300,8fca2e4873e946f7a788af2b846cebd7,0.7832
e8f38f28c61d4444ba078fe27ebcbc24,9094e936e13641cc9bfcc7dc1408d86e,0.8172
7a0163f3c4484730b1f7324ebf67cd09,9094e936e13641cc9bfcc7dc1408d86e,0.8579
4950b6a47e8e44f8bbb0aac7868f4b36,4e7ee74be72a461fa02fa61bee62bdcc,0.5774
4c620d71caf444eb9f723cc29094dcc2,772cb9726861451d9972604da6f65c55,0.8170
1852c13dfd984c51bfb11e6364bf47ba,189a3b686ad14c24b5e1a495f76dd239,0.9046
0e088d9c189b42fba49c31c41949bba8,37ae696e40dd42ebb4738722daa3c523,0.5284
46422438d0644a1cb590332f27fe002e,bf789f42ccfc42c5a330a3f6e30ddb83,0.7364
968aaed29a304ba7b1a1990450602307,37ae696e40dd42ebb4738722daa3c523,0.7063
f3e1733712aa449e916483279ed84027,bf789f42ccfc42c5a330a3f6e30ddb83,0.8227
4fa08d976269478fa124bfa62b83982f,66cba49431224a3788f914d6a80165e1,0.7957
d9a90abcdd1d474ba4dc176d544afc6e,66cba49431224a3788f914d6a80165e1,0.8581
a340c00c29c84c2e841e61bba8c9b67b,bc13c2b0221744a29a8ddf56aa015df9,0.3979
ee8c72e038f140a5bc9cb4770711253a,ca0fe2dd97434e2ca7aecc38d4f1fcd9,0.7874
1a24459300a447d3a68d04bf7b154891,99a52c93a3304ec18dab9206f98f2a8b,0.7884
e6c222899c8948ca8776d43041023512,b77d8b7bb0114c379139d280a9210e83,0.7764
406a4cc04a7b4bf1bedba252a370170a,6c874292dbcc49ff8bb8bbe5643593a5,0.6660
9536a093de5c454f8107c944fdbc4de0,b77d8b7bb0114c379139d280a9210e83,0.5749
ee26c03d830d424ba086d493237a5c76,6c874292dbcc49ff8bb8bbe5643593a5,0.4269
f3ab568e4b5948f9ac5e94ddaf848ef1,051d304b7139431fb3bff19b4e75aff7,0.7832
72711fdab1134c6c884778196c514a78,dbf0926f9f344f1d88b114660db4d2eb,0.7823
b40b5c9909d84456806fed5c7fb41ff3,051d304b7139431fb3bff19b4e75aff7,0.7938
47b057e77a1148e08d82607a8ba8b64b,e8f18e4bdf054390a1768978dca8e430,0.7215
d004772f2bcb4290817f8a5eaf8e089e,9909a671f7414c19b2727e7d4d4dcf1b,0.5893
c5cd895ffe7143f7b76b9704dd73a0e1,e8c8742459dc48a49080bf0e5b3fdee0,0.8718
4fdf4fbcd0c942659a768bc44c26e36b,27a67d3e76814297aebf64e03d14c336,0.7723
e713b8481db84ce48754efe4036cb367,27a67d3e76814297aebf64e03d14c336,0.5369
2c6a9ad5618343c3af68eb2b03c705ca,4c293487c809486585d65ed10b2cb1e4,0.6488
a140cb170b604376817a046b5c07af44,67984873125e4a0f9562179c906d1b0f,0.5182
0b381fa026434777872d3b9ac3c227cd,e2769c67dadd4c988f7ccf249a998a56,0.7864
125d9c4bb335433bb1a04d677002207c,664da77d25e74df693eaad44a5e7617f,0.4081
dc06b2fc4efd4a42ae957e86afc762c4,59e4dcf2794943b18fb902a6eb475ff8,0.7989
ee46cf904fbc4ddfae1da60297817b48,03df72bcf3504272a27f4bbaea89118a,0.8584
2d078fc2891f4628914aa44ba8603a04,59e4dcf2794943b18fb902a6eb475ff8,0.7497
e394d55c1e79420f832b2aabb8a96d39,03df72bcf3504272a27f4bbaea89118a,0.7379
946d71a18f264ed887f55c1a9a2ffc4d,26b18153216b48d793b75598ddb54d77,0.8247
e89b67fc618f4ccc84877eb31c645e09,26b18153216b48d793b75598ddb54d77,0.8278
bc267c43ca1f44febd9e7093727ef543,4a7fa5a1bafe4b6995e2920444ac07c4,0.6138
01ac8202a1f44b648edeaa48d9b3be1c,4a7fa5a1bafe4b6995e2920444ac07c4,0.8411
3f6590287d024cde9a430ca74bf005c7,8a464aa9e2ee45d0abc7ae6181cd1bda,0.5282
c293e0f7c0da40049992e9ce791370db,2939ef012c5c4a1b94b49df9469dfb3c,0.5142
30cf83c6a107496a894c8ee50f9b6941,2939ef012c5c4a1b94b49df9469dfb3c,0.5224
0cf92dcb9bc94f0697e76d4ccdd96aea,8a464aa9e2ee45d0abc7ae6181cd1bda,0.8255
0defb2dd1f4e42b8867d78c68c45bf69,14ca42308d3141fba50b774042144343,0.7803
7e165023b13a4ea89bb41b86336ed275,7f0b453cc8c14156802497f5cbae9d62,0.8013
bbd916e845d14857ad0f48dd4693ed85,673aee19895b4d339ada93213d8874ac,0.9568
e74837fbb60c42a4a65d86d1568b4649,b7f5c165ea2242709a2fb71f3a3f1bcb,0.7514
13f2026fed26452685621e4b5e90c497,db2466dc7da64ac5a2a21c20ace67856,0.5163
a3a3c4b19635404cace83ff7b80a1679,db2466dc7da64ac5a2a21c20ace67856,0.3685
72772d2296a24491b21db0cf0ffec2cc,4385ac4645b34f3c8a44c4676ebcd8be,0.6814
3c36c01d06db430891436e7338519629,4385ac4645b34f3c8a44c4676ebcd8be,0.6352
27f5e7c9028741ea99cbf424d87b7f8f,15b7b988bba143989cfd98d5c6c4d203,0.7484
1ff1f628d46c4fffbf9a44323220d682,b2bcb4d9456c4763a0159ffd1f3660bb,0.8124
d12ab20387aa452093121c89f55faef6,cb2505b30d8a4dc086c353cf94424b6d,0.6943
cf7d4b9d3c9c4789b84574f7294511e4,b2bcb4d9456c4763a0159ffd1f3660bb,0.7940
ebadbbba9888428c97cd7f6f9d614d2b,cb2505b30d8a4dc086c353cf94424b6d,0.6250
3ef127b149d24d42a5b4d73a369daeba,8fdee0611965465eb45387b8c39f4136,0.4129
86cc05a71e4440cba336690dfa0149ac,8fdee0611965465eb45387b8c39f4136,0.4998
dda93eeaef8c4891aa99f6851955606e,3aa003c1e31b476e999c3a808a1d5dc6,0.9127
1c7e49f7fcc1484593f48dc107e63996,65e30dd62cfa4dccb9ea4d908a9d6fab,0.8689
01b3be2b5b2f4891ad053f74f427514b,3aa003c1e31b476e999c3a808a1d5dc6,0.8834
6da229c88f574b79a9aa35557565a86e,4230775a9d51448396cacb9061f0e5f9,0.6477
692f47ec6a394c83acb7708bfd6c7c96,fc70a4c2c4834e0eba1a14470f563b03,0.7860
f880dd7555534b77bb131f2d6fa4ab37,4230775a9d51448396cacb9061f0e5f9,0.6568
fc88a18e8b6343d3a58e4aab7a84620b,fc70a4c2c4834e0eba1a14470f563b03,0.8295
b715f62fa2f14ddeb98cb30d9c54339d,3b7d56c26da14b3a9b1cd52b5b35891b,0.5866
07cc561ef3f04e93a701b6919ee81175,0228b1e9e3244da3a727930123ba7bda,0.9031
cb80f73ab9454fa798342057923edd40,3b7d56c26da14b3a9b1cd52b5b35891b,0.4548
c7fdef440d9345c6b34634ef46754490,415641aa43724ed9bc4710302b77edc3,0.8953
f94bc288e76b4781b013d419ca5295b2,f4b7e6e902e344859cb041126b69ce3c,0.8664
c6a1eb4b8cc74dc0a3d818ef10b1b04e,415641aa43724ed9bc4710302b77edc3,0.7089
f34c07d2f2ad4b4fb027ab3f4c68bffd,f4b7e6e902e344859cb041126b69ce3c,0.7159
af596599aa804ad2bbe10c2ddf0b3e34,0568345606fa4a2c84ed4ea6c74639ee,0.4117
680120b1438b42a3acd998a7e00f02ef,d87e5facd03b45f9829e8a1cd0fe0190,0.8182
5d17356d82d74aa3a6e6f979ef1796fd,d87e5facd03b45f9829e8a1cd0fe0190,0.8734
6b3c7ce1b5524d3e98acc2312a661188,d7618b61a65a4bc1a0d0f2cc1bddc448,0.9001
d31bba63f0c74cfd9135ddb2ec58f186,716a15d66b63424a8068da89e75733b4,0.8065
33683cdbfab14a3f8b56e5f75d2b3d00,76e41369a6794714a9fab6968839bfe6,0.8375
cbb9562935ed4ec7b4fbd9c04a1c17c3,76e41369a6794714a9fab6968839bfe6,0.4952
2093ec4e54224ee59a6b3df761f52ad4,b64cef9df31c4e92a7b7ecd42f74f396,0.7711
034598db2c774843ae5b70f89a468dd1,8c7c9eaae41a44a3a4ebe39ce167d300,0.8407
e1b0c09a4b5745ba87cb45d6b31cc047,8c7c9eaae41a44a3a4ebe39ce167d300,0.5895
2ee4e4c157314893ac1677408acd1e13,8c7c9eaae41a44a3a4ebe39ce167d300,0.8569
d2d1bfd6b701442bac97d11e1bcdcbff,b834c0b0c10b471b87ad3f11468de619,0.4519
6da4af4998924e888bc085da81c883e1,0f785440b29548e1a1968868262fd42e,0.9239
62a839f4213d46759d8133e354ae93a4,0f785440b29548e1a1968868262fd42e,0.9162
f22180d73d204b929c77cc738c93dec8,c36ef11228124c438ed3256c9822b03d,0.7867
b43451e5261643dab9a0627813d31785,7627d5e28ba74cbeaf9225e88a7a44cc,0.4727
89b4973e66414223af70d8648086e97c,7627d5e28ba74cbeaf9225e88a7a44cc,0.4898
cca9ed42ea00433984410ed65b0435fb,7c1126d46a934db6b951d1e98feae327,0.6342
ca3ae3f2f83a4b709148933472566ca6,c36ef11228124c438ed3256c9822b03d,0.4785
77823865299d48ddbce6d7d7e199814f,02a3cd76ce534d188b4d5ac4778bd652,0.7159
4a03d80a56a24730b633957fa5195cf5,02a3cd76ce534d188b4d5ac4778bd652,0.7356
ca687051622e4c35823d965df0139509,e2e0c8c96aff4c00896ac6986bbb20c2,0.7919
62cb56b35d3847a2858dee237b0a7f1e,6252aa87531748e5bac5f6c65fc87e14,0.7110
ad43fc3957284bd78e7d7c9aa5ab29c0,f5a9583711fc4ff4a46e85c24886b234,0.5699
5871998e8d6c4a9090cdf17915017027,f5a9583711fc4ff4a46e85c24886b234,0.7442
102f600a8c1740ac8a06de1b28c5904e,268f8ec9f2734029a8e75857db56ccb3,0.6955
ae0903a7f3be40ce83442e458496fd29,30f654c6e69e48888f9f42dd95ab3c77,0.6818
f9be6242a66b4efabd439a28435cee95,7dd5e88dfdd24cafab2c765939757354,0.7300
10ef6812f01b471a8e48fa8e99c81735,268f8ec9f2734029a8e75857db56ccb3,0.5463
fb5376db56af4ab4b8ea6d46d191ad26,225818abe99e45a0bf5b0b3ec30db76b,0.8989
a0e60ab432b94ba291505c129ee405df,225818abe99e45a0bf5b0b3ec30db76b,0.8136
0d29840b4f2a46659bf734b51438e6ac,cc243eebbb2b44a581745865a60c423a,0.5344
62865ed38c05470a8919d1070402fa6b,cc243eebbb2b44a581745865a60c423a,0.5365
09a6f25650ae474385eb70217f8c4843,01ffceddb5b34406a08bb982b424b3cf,0.7039
86e1bd5f53b148b9a9522847363630bf,01ffceddb5b34406a08bb982b424b3cf,0.8491
aa561064498b402993740579853c84fc,2b3ecf8be2b242f3b8a1e714390749fb,0.7623
de4bd1f38ae04b8da3f5f36bea97276d,e4e12f4711fd41e39075e26cc274df45,0.6973
f7cfc69b28204d1681a71216a3dafbff,0eb119aabc884795a4768c6d3e677ea1,0.5634
7e5d9f74b6724f59ae0911894a898253,04fa591263664fb0a6868552ebd3590b,0.5470
966a64e7651f4b2499587effd1600e97,04fa591263664fb0a6868552ebd3590b,0.3620
7b04ec5b87214c25bd25268652df3829,9452a2f21f7d4feeb2605d9b6647fc13,0.6418
43fd128c97194d88bbfe7be91fbc67ed,9d09e3cd382c4d0ea0f6f50261e3e4c8,0.5872
1dfd4a798f224e88a6b4c2980cb31c82,6c51b4f57ba0415f994756e944b11cee,0.4819
9174a7587e5048ec86bec7afe80e268e,e4fcd30261804b089efa940359057ba2,0.5558
bcfc6cd4aea34c78891a701698ccb953,e4fcd30261804b089efa940359057ba2,0.4628
23e5bf15809d4629abd7ff7c344b1ce0,b98519f97e424c1389f5553f0869b15a,0.6711
f2a05ceedacf47b598b2cd3dbe003966,016e634d566b49c199d07357aae9bf33,0.6926
764c5cb76dcb4650b8b0a50cac981edc,b5f237fefb38465bb6a068c9cf75ba31,0.6981
e9801f8810654cacbcd517b25b89767b,016e634d566b49c199d07357aae9bf33,0.7254
f3c68b7ff0f344569399a04bbff5d1da,384f94503bcd4f4c863056ad69f45b43,0.5672
ab0c7be344d7444bb59fb3b065a71c88,384f94503bcd4f4c863056ad69f45b43,0.5319
b136a0d13d7e431a94e54f2a085d5f52,384b14b18c3c43b1a4dc1aa2f661e076,0.6185
210a3e79a4a149179749cd7a5b127f63,384b14b18c3c43b1a4dc1aa2f661e076,0.6781
2071beae14fe435b9e3943e22e8b430b,f6207eb593394ff78e2cb35057477422,0.8472
40eb15fd325c48bea6a7988ce40cc33b,f6207eb593394ff78e2cb35057477422,0.8197
7be90785152d4e01b53aa4b1f3c74097,ef8c056ecb524439a48c881089537951,0.8800
61e3c16563b44edb85bee0caf5de33b0,ef8c056ecb524439a48c881089537951,0.8174
79dc8e29d2a747c793ab1fe11ba6045b,43464ed6733f4642a0b90e7d995a5e40,0.5311
dfc436b508974e349cbf602bb7fe9b7a,00fb3a55134242769182c520d55681a2,0.8756
dcd99427d6e64ebcb3af1982854aa02c,00fb3a55134242769182c520d55681a2,0.4885
c59bf6abbde846999988749ad22b52d3,43464ed6733f4642a0b90e7d995a5e40,0.5602
a386f6b172a740989c390780b3b856d5,6732de8994744decbb3306c74aaa7882,0.8630
ad563855246b46adaf5fdeecbfdc081b,3e4a54908dde405294869e30a92a7623,0.5471
0485db5bb76a491782e78c6e98f4c913,514537782f6549c488a1b932939b4128,0.8601
38535cc9165a4684af9a3ee208dccb9a,b2992fe473124dd0b895cf81f59f6db6,0.4283
7812e64c9f5a45dea8c59e366c0a1b2c,67dd23cfd20f46dc82acc82c108a1dc6,0.6397
e0cdf7eb868e4cf28007a946c4dcedcd,36ac84a73ad34261ad45cf569edb60af,0.4785
966272e605644a9783d154f8e2038dbb,36ac84a73ad34261ad45cf569edb60af,0.4147
9fd9ddafbc6c43a9982d0ef0dcbca940,b2992fe473124dd0b895cf81f59f6db6,0.4497
4aa3ef7644b6471b805cdbce95bcc6b8,6866efc8987a4ec8b04b7abd28fb5777,0.8350
d19e7fd5a62e4d28bb80ac4eddf34d1c,ccb62901750b4d13a922fc161b607f83,0.8408
26da5929257a4a70997444abb7ed9998,ccb62901750b4d13a922fc161b607f83,0.4375
9538feefe1d84c03874b872ae3f48947,6866efc8987a4ec8b04b7abd28fb5777,0.8215
03b02260fc474ab29d5d6a1398847a2a,4285b02dc9164cb9bae36b0566bb42f0,0.8059
f19622c340af46aabec5a3eebfea35fa,9a500a20b1ff4694acc31339a8d1349e,0.5305
b2c57f611c954c84ad5bc681d1798dee,4285b02dc9164cb9bae36b0566bb42f0,0.7968
98e31f0110bd4082b8a9c780c4658d5b,f439b5616ba24b7f82eccfa095a0eff8,0.6054
ba97c80ce0a5461d938b43cfdc812679,f439b5616ba24b7f82eccfa095a0eff8,0.6231
eef39c9128b1421cb4e7b9c83fee0c82,df5ca61304074da1bec8f536ab50baf3,0.6553
8a738e1a32764f6aa0c264a4a08e2942,df5ca61304074da1bec8f536ab50baf3,0.6132
173559035aac478591718da5062ea4e7,5e2f1a45f7174f1aa39a194179985876,0.5263
6fb705d0d2f04e52b810c48e7fc82a2e,5e2f1a45f7174f1aa39a194179985876,0.5443
709e314fe2f6437097221a6c9ab0dc69,c74557a980e2428a9ffcc245278df692,0.6951
f23420a6638046f4b1536f73bc2e0cb6,c74557a980e2428a9ffcc245278df692,0.3684
1d83fbe02659440394a32de73b6c18a3,e9428816b054499298745b742f128f65,0.8570
3cf470f9d76e42a68e48c748b6c793fb,d60986f4025d443ea58adba0e3d224a1,0.8531
168e52d4211e47f9b447e33469c72127,d60986f4025d443ea58adba0e3d224a1,0.8634
c601d5a9e45b400ab8ffe8a62cc6dd5b,99830b8da7c24f909914f7bb167f3ea6,0.4234
6e03c908e766447c8bca6c98861b5a60,5363ae1c905d4879a63259de4954702e,0.8349
44483008955a408db228e36e7af53fdc,a94cb58f1ca8456b96e39b5b1ebfb7ea,0.3762
42507e0cf2f146b4a2773c26d941610d,295d0d40791245ff838c73a2aa27d065,0.6353
fdd87abf600a4abaa1d0210384b5076f,5363ae1c905d4879a63259de4954702e,0.6960
bd2ab791b5d947aebc36dd63a25b782d,f65b6fb5b40a49d1896de7a115469d40,0.7012
f97b6d6044f64e668c6bfa4856de6e2e,f65b6fb5b40a49d1896de7a115469d40,0.6978
dbdb837b049042bcb0b995828a1463d5,a70909d3ce0d4235913b5ce6a138dcce,0.5549
e4e8bbb77d39441f89e7899ac799567c,a70909d3ce0d4235913b5ce6a138dcce,0.5061
